0.000028, 0.005694, 10
0.000131, 0.010234, 10
0.000387, 0.025621, 10
0.000843, 0.045549, 10
0.001554, 0.071170, 10
0.002579, 0.102484, 10
0.003974, 0.139493, 10
0.005767, 0.179348, 10
0.007959, 0.219203, 10
0.010550, 0.259058, 10
0.013539, 0.298913, 10
0.016927, 0.338768, 10
0.020713, 0.378623, 10
0.024898, 0.418478, 10
0.029481, 0.458333, 10
0.034463, 0.498188, 10
0.039844, 0.538043, 10
0.045623, 0.577899, 10
0.051800, 0.617754, 10
0.058376, 0.657609, 10
0.065351, 0.697464, 10
0.072724, 0.737319, 10
0.080496, 0.777174, 10
0.088666, 0.817029, 10
0.097235, 0.856884, 10
0.106202, 0.896739, 10
0.115568, 0.936594, 10
0.125333, 0.976449, 10
0.135496, 1.016304, 10
0.146057, 1.056159, 10
0.157017, 1.096014, 10
0.168376, 1.135870, 10
0.180133, 1.175725, 10
0.192289, 1.215580, 10
0.204844, 1.255435, 10
0.217796, 1.295290, 10
0.231148, 1.335145, 10
0.244898, 1.375000, 10
0.259046, 1.414855, 10
0.273594, 1.454710, 10
0.288539, 1.494565, 10
0.303883, 1.534420, 10
0.319626, 1.574275, 10
0.335767, 1.614130, 10
0.352307, 1.653986, 10
0.369246, 1.693841, 10
0.386583, 1.733696, 10
0.404318, 1.773551, 10
0.422452, 1.813406, 10
0.440985, 1.853261, 10
0.459916, 1.893116, 10
0.479246, 1.932971, 10
0.498974, 1.972826, 10
0.519101, 2.012681, 10
0.539626, 2.052536, 10
0.560550, 2.092391, 10
0.581873, 2.132246, 10
0.603594, 2.172101, 10
0.625713, 2.211957, 10
0.648231, 2.251812, 10
0.671148, 2.291667, 10
0.694463, 2.331522, 10
0.718177, 2.371377, 10
0.742289, 2.411232, 10
0.766800, 2.451087, 10
0.791709, 2.490942, 10
0.817017, 2.530797, 10
0.842724, 2.570652, 10
0.868829, 2.610507, 10
0.895333, 2.650362, 10
0.922235, 2.690217, 10
0.949536, 2.730072, 10
0.977235, 2.769928, 10
1.005333, 2.809783, 10
1.033829, 2.849638, 10
1.062724, 2.889493, 10
1.092017, 2.929348, 10
1.121709, 2.969203, 10
1.151800, 3.009058, 10
1.182289, 3.048913, 10
1.213177, 3.088768, 10
1.244463, 3.128623, 10
1.276148, 3.168478, 10
1.308231, 3.208333, 10
1.340713, 3.248188, 10
1.373594, 3.288043, 10
1.406873, 3.327899, 10
1.440550, 3.367754, 10
1.474626, 3.407609, 10
1.509101, 3.447464, 10
1.543974, 3.487319, 10
1.579246, 3.527174, 10
1.614916, 3.567029, 10
1.650985, 3.606884, 10
1.687452, 3.646739, 10
1.724318, 3.686594, 10
1.761583, 3.726449, 10
1.799246, 3.766304, 10
1.837307, 3.806159, 10
1.875767, 3.846014, 10
1.914626, 3.885870, 10
1.953883, 3.925725, 10
1.993539, 3.965580, 10
2.033594, 4.005435, 10
2.074046, 4.045290, 10
2.114898, 4.085145, 10
2.156148, 4.125000, 10
2.197796, 4.164855, 10
2.239844, 4.204710, 10
2.282289, 4.244565, 10
2.325133, 4.284420, 10
2.368376, 4.324275, 10
2.412017, 4.364130, 10
2.456057, 4.403986, 10
2.500496, 4.443841, 10
2.545333, 4.483696, 10
2.590568, 4.523551, 10
2.636202, 4.563406, 10
2.682235, 4.603261, 10
2.728666, 4.643116, 10
2.775496, 4.682971, 10
2.822724, 4.722826, 10
2.870351, 4.762681, 10
2.918376, 4.802536, 10
2.966800, 4.842391, 10
3.015623, 4.882246, 10
3.064844, 4.922101, 10
3.114463, 4.961957, 10
3.164481, 5.001812, 10
